#    row  column               value [au]
     138      32   5.1329036618455473E-06
     140      32  -8.5061712038745512E-06
     146      32   6.4933158051975601E-07
     147      32  -6.8257748615069955E-07
     150      32   1.9795165342759027E-06
       2      33   1.0599694447069970E-15
       3      33  -1.0543980390649082E-15
       4      33  -3.0577884880825523E-02
       8      33   3.2546604985368549E-01
      13      33  -1.1702075627255089E-15
      15      33  -1.0575493882495982E-15
      16      33   4.0047722206445413E-01
      21      33   9.4290290607260652E-01
      48      33   6.1720058530261183E-02
      58      33   1.4433905742164266E-01
      70      33   3.9215856262456988E-01
       6      34  -5.3165158012660318E-04
       7      34   7.2931776176101294E-05
      17      34  -1.5873849641667968E-02
      18      34  -7.7808376732071945E-03
      20      34   1.7710051361773949E-15
      25      34  -6.5337338320708337E-05
      27      34   6.7837738767503231E-01
      29      34  -8.3323281826163928E-02
      30      34   9.5737851847450414E-02
      31      34  -2.1687000271625611E-15
      32      34  -7.9342702020276335E-07
      34      34   2.3512957397266551E-15
      41      34   8.3481384664998026E-01
      42      34  -7.7948113206485459E-06
      43      34  -6.8455905625380983E-05
      46      34   3.5357441907125644E-15
      47      34  -9.9917407988431683E-06
      49      34   1.2335609441181605E-15
      50      34   3.6382525636413056E-05
      52      34   1.0934370077974562E-15
      61      34  -1.6283175294486297E-05
      62      34  -1.7772720703177966E-04
      64      34  -2.0804313970508854E-03
      66      34   1.1361219079755077E-06
      75      34  -8.9103115289179535E-03
      76      34  -5.4189567998399933E-02
      81      34   4.8264952343700222E-04
      82      34   6.4348028572248559E-04
      88      34   6.4215080919756867E-07
      92      34  -1.0729256097827127E-05
      94      34  -1.2411380313029170E-03
      99      34   7.8757183481253511E-05
     103      34   5.0439012814089163E-04
     110      34   5.1947046359487256E-06
     111      34  -9.1020372220337702E-05
     119      34  -1.7180843705478454E-03
     126      34  -1.1587490080409212E-04
     128      34   1.7116858542774981E-06
     131      34  -4.1211999654231079E-05
     133      34   4.1299084891807179E-05
     139      34   6.6504740123094538E-05
     142      34  -5.1770218616913622E-05
     144      34  -4.6616983224228464E-05
     145      34   6.5357922587984095E-05
     148      34   1.0488219883039443E-04
     149      34  -8.8586996278047821E-05
       2      35  -4.0865749675639718E-05
       4      35  -8.2716039714435738E-03
      11      35  -3.9535491712668477E-03
      12      35  -9.6608628204835321E-04
      15      35   1.0027867431521549E-15
      16      35   7.9822769084706164E-03
      21      35   1.6897439727799748E-02
      25      35   2.3980704397195342E-15
      28      35   1.0006072509783082E+00
      31      35  -1.2029481682557450E-14
      35      35   3.1489206378637798E-15
      38      35  -8.3867922868198184E-03
      44      35  -1.9240918008125423E-03
      45      35  -9.6755209020931696E-15
      46      35   4.9430475610730870E-02
      48      35   1.0080815182250755E+00
      53      35   1.3893482539217785E-15
      54      35  -1.5782702851049921E-15
      58      35  -8.0831193485780009E-02
      59      35  -5.9106663174153827E-02
      63      35  -1.1945594109690851E-03
      70      35   1.0748654687862480E-01
      77      35   1.2234952123885485E-15
      78      35   1.0535048175192026E-02
      79      35   8.3215989606880625E-04
      84      35   7.0564200280981227E-03
     107      35  -2.2875775740155277E-15
     108      35  -8.7552236532597097E-02
     120      35   1.9930895654863053E-02
     130      35  -3.3734058783750964E-02
      18      36  -2.5191277462342730E-06
      27      36  -1.5280911377171211E-06
      29      36   2.9934743356355274E-15
      30      36   9.1738272895502080E-15
      31      36   4.6467450734342982E-15
      32      36  -1.1663541601478591E-01
      36      36   1.6544203612986486E-15
      39      36  -1.0563148000897372E-15
      41      36   1.2650307974904558E-15
      42      36   4.8873439891189024E-01
      43      36  -4.2865924110743824E-02
      44      36   2.9312620846265973E-15
      45      36   5.7493295004371370E-15
      46      36  -9.9440759809426442E-15
      47      36   1.4392435781001064E-15
      49      36   1.4950976142376738E-15
      50      36  -2.9137800184310400E-03
      51      36   1.0587754157496915E-15
      56      36  -2.9176274425907500E-06
      63      36  -1.7198142740089442E-15
      64      36   2.0230544750913503E-06
      71      36  -6.5641309628013358E-02
      75      36   4.6104747587639365E-04
      76      36  -7.6272859439908446E-05
      82      36  -4.9683554515368165E-05
      86      36   2.0759746008185427E-04
      88      36  -7.8439794098783403E-04
      91      36   9.7156789292175444E-04
      97      36  -2.0381479788017296E-05
     103      36   5.7954420113230436E-06
     106      36  -1.4682825690165526E-03
     111      36   3.7710485766575717E-05
     116      36   1.3534782049038518E-04
     119      36  -8.3386308755482871E-07
     127      36  -9.1812090738553818E-06
     128      36  -4.8502907296977543E-05
     132      36  -8.4602768280387836E-05
     133      36   7.9510561759818610E-06
     141      36  -1.2481538847775973E-05
     142      36  -2.2687603836529855E-07
     145      36  -5.9089824617597016E-06
     149      36  -1.2577517331590620E-06
       2      37  -1.3180616078160411E-04
       6      37  -9.4684159480266046E-05
       7      37  -1.1547914190319701E-04
      11      37  -1.5117409261973440E-02
      12      37  -6.9755277712600684E-03
      17      37  -9.4464494271567030E-04
      23      37   1.0994402156037895E-15
      24      37  -1.0005415547532354E-15
      25      37   1.0971423092407549E-03
      27      37  -1.1888814608949450E-15
      28      37  -8.4938715403420809E-02
      29      37   6.5862238990755284E-01
      30      37  -5.9130500664882413E-01
      31      37   9.0692933847195297E-15
      32      37   2.1853687853230402E-15
      38      37  -2.7172375923278772E-04
      39      37   1.4800280341526394E-15
      41      37  -1.1175591603534771E-01
      42      37   5.2336523142672592E-15
      43      37   4.6874671323951743E-15
      44      37   6.3926277236096318E-01
      45      37   1.3446274788105783E-14
      46      37   7.7176609813635910E-01
      47      37   9.5804550421313504E-04
      51      37   1.8437201367798957E-15
      58      37  -1.5792984441121435E-15
      59      37  -1.1727503122026774E-01
      60      37  -1.4704781654860923E-15
      61      37  -1.2619146033933299E-03
      62      37  -1.4111428399196838E-02
      63      37  -4.2354478752777767E-04
      66      37  -7.7120736235120647E-03
      67      37   2.8888946091627490E-15
      78      37   1.5849090077404013E-02
      79      37   2.6456048464605387E-04
      80      37   1.5194541973821947E-14
      81      37  -4.8337953811928375E-02
      84      37  -3.4538048769347648E-04
      92      37  -3.1923625682188671E-04
      94      37  -6.2524568125243308E-03
      99      37   3.1783945097469354E-03
     108      37  -2.1439855781320887E-02
     110      37   2.2853929494240337E-05
     120      37   3.0426342605448012E-03
     126      37  -1.1626573294588100E-02
     130      37  -4.0451680739736684E-03
     131      37   7.3645317537165674E-04
     139      37   1.5750282883748877E-02
     144      37  -2.0146331997864570E-03
     148      37   2.7268765101217084E-03
       1      38  -3.3053430024763381E-05
       3      38  -2.0919398770495989E-03
       9      38  -1.1809960233028471E-04
      10      38  -3.1251030897935962E-04
      11      38  -1.5618505976728006E-15
      12      38  -2.0026060616131830E-15
      13      38  -8.2607857105698977E-03
      15      38  -6.5770807592280420E-02
      22      38   6.9187749362693482E-04
      23      38   1.1790404630620457E-15
      28      38   1.3694466229151553E-14
      29      38   3.1418707223457043E-14
      30      38   4.7885631729078207E-14
      31      38   8.7663155366540124E-01
      32      38  -1.4431482266844641E-15
      35      38  -8.3867922868198202E-03
      37      38  -2.7172375923279011E-04
      39      38  -1.0914357894570287E-02
      40      38  -2.3411682467765334E-15
      42      38  -2.3961665745271314E-15
      44      38   1.3350051213372276E-14
      45      38   1.0011756496236108E+00
      46      38  -3.0367675335784321E-14
      47      38   4.0264981314289708E-15
      48      38   1.1021402400914378E-14
      49      38   2.3626798277384458E-04
      51      38  -2.2937256591733971E-15
      53      38  -7.3741107345018125E-02
      54      38   5.1303956840668408E-02
      58      38  -1.3512813726874894E-15
      60      38  -3.1509346743275284E-04
      63      38   1.6958459811600786E-15
      68      38  -2.1330603112975494E-02
      69      38  -6.0480987926963218E-03
      70      38   1.0548139220135568E-15
      74      38  -5.6524333054687945E-02
      77      38  -4.8242943466968106E-02
      89      38  -1.1344091541293775E-03
      93      38   5.8885382383362045E-03
      94      38  -1.0980705001650201E-15
     101      38  -3.0919267876680593E-02
     102      38  -1.2792758533115883E-02
     107      38  -3.0421003355673836E-03
     113      38  -8.9158474359468491E-03
     124      38   1.2372733512794548E-02
     137      38  -4.0633257046201448E-03
     143      38   1.4354952682154341E-02
     149      38  -1.0102629985718222E-15
       2      39   3.2256915067353439E-04
       6      39  -6.3467250738262081E-04
       7      39  -7.6802622843895037E-04
      11      39  -5.5393943044044817E-02
      12      39  -4.9941307828076792E-02
      13      39   2.8944721133711177E-15
      17      39   1.2709865458246227E-03
      25      39   6.9372588694637154E-03
      28      39   9.4234498379140632E-03
      29      39   4.4345636275571854E-01
      30      39   5.6139678853653119E-01
      31      39  -5.2702027831544010E-14
      32      39   1.7769768038694220E-15
      36      39  -1.0563148000897376E-15
      37      39   1.4800280341526392E-15
      38      39  -1.0914357894570272E-02
      39      39   2.1465444450569171E-15
      41      39   1.6879889729736402E-02
      42      39  -2.5125825586840872E-15
      43      39   3.6270575434540384E-15
      44      39   6.5099382105227621E-01
      45      39  -3.1238940547834960E-14
      46      39  -5.8313916789519948E-01
      47      39   6.0947029347565010E-03
      48      39   1.1332844024886829E-15
      52      39   1.2016016642170038E-15
      58      39   2.8497232237494854E-15
      59      39   2.0023279585541908E-02
      61      39  -7.1984081200995162E-03
      62      39  -7.9727594735753957E-02
      63      39  -1.7167320280516258E-03
      66      39  -5.0363382396881526E-02
      67      39   1.9170188783219571E-14
      77      39   1.0915337030646528E-15
      78      39  -6.0290993969855291E-03
      79      39  -5.1322555274458607E-04
      81      39   1.1153418765276976E-03
      84      39  -2.1121103865186374E-03
      92      39  -3.9881065947663689E-03
      94      39   4.8190568451684514E-04
      99      39  -1.9737199995218332E-04
     108      39   5.5192563665785385E-03
     110      39  -1.8398917047404839E-04
     120      39  -9.2187168333832378E-05
     126      39   3.0400152181227591E-03
     130      39   3.8250972618148666E-03
     131      39   8.4667221462197669E-04
     139      39  -3.1379060495287129E-03
     144      39   3.5026502738046258E-04
     148      39  -2.2160022749326482E-03
       6      40  -1.8492621196450026E-04
       7      40  -2.1760503164080102E-03
      17      40  -3.0393746172831243E-04
      18      40   1.9034769571759798E-06
      25      40  -8.4336762741743412E-02
      27      40  -5.0132760392968638E-06
      29      40   5.2258121973305077E-03
      30      40   4.4881153549171373E-03
      32      40   5.1050220410750324E-01
      38      40  -2.3411682467765334E-15
      40      40  -1.1516452277793975E-15
      41      40   3.4929386999440787E-06
      42      40  -1.0888433573646666E-01
      43      40   9.4608403640678348E-03
      44      40   1.1690529478191998E-14
      45      40  -3.3179032795046986E-15
      46      40  -6.0620338404232275E-15
      47      40   7.2075449834972949E-01
      50      40  -4.9575937238414166E-04
      51      40  -1.9064625439451630E-15
      52      40  -1.7760584231855020E-15
      53      40  -1.2688208993193071E-15
      54      40   1.6011966688758638E-15
      58      40  -2.2695098711557077E-15
      61      40  -4.1612711732476465E-03
      62      40   5.9227480223116263E-04
      63      40   1.4708087338207499E-15
      64      40  -3.7466848032495427E-04
      66      40   1.2473887875648108E-03
      75      40  -6.3148081367588593E-02
      76      40   1.0378175636970076E-02
      81      40  -1.7680674697345353E-05
      82      40   3.9484730767616882E-03
      88      40   4.4426606997921434E-04
      92      40  -1.4675288560251367E-03
      94      40   3.3399210488749928E-05
      99      40   1.1659560654001823E-04
     103      40  -3.5895956585265499E-04
     110      40   6.7473491705639105E-05
     111      40  -2.2354386626537060E-03
     119      40   2.6128374548153974E-05
     126      40   3.8498454761939894E-05
     128      40   2.8259239667831315E-05
     131      40  -3.2631171871572719E-05
     133      40  -1.5994948704638607E-04
     139      40   4.2914431365966694E-06
     142      40  -6.0357732612753982E-05
     144      40  -5.6475100377176959E-05
     145      40  -1.9924813199237367E-05
     148      40  -9.2661069395022470E-05
     149      40   5.1748572134024673E-05
       1      41  -1.8515012459108697E-05
       9      41  -8.0990050499277644E-04
      10      41   1.0653599287904383E-04
      14      41   1.4916623769647576E-06
      19      41  -4.9032700948198689E-06
      22      41  -1.7458508035586084E-02
      23      41  -6.9981473909434984E-04
      24      41  -1.0506415078468672E-02
      27      41  -1.2573709322664885E-15
      31      41  -1.0402978246527778E-04
      34      41   8.3481384664998026E-01
      36      41   1.2650307974904564E-15
      37      41  -1.1175591603534762E-01
      39      41   1.6879889729736395E-02
      40      41   3.4929386999440728E-06
      41      41  -1.8614018853380599E-15
      43      41  -1.5432657935498184E-15
      45      41   4.2296875865907924E-15
      46      41  -1.2083474773259411E-15
      47      41  -1.2822949907685182E-15
      49      41   9.6745155507591540E-01
      50      41   2.6101856914928620E-15
      51      41  -7.8869219491536447E-06
      52      41  -7.4921154499229257E-05
      53      41   6.1241188518325291E-05
      54      41   2.0398019812375028E-15
      57      41   6.0264025828313397E-05
      60      41  -3.4558638674443650E-15
      68      41  -3.2563880280087981E-04
      69      41  -2.0450614070094894E-03
      72      41  -2.3016588543057978E-03
      74      41  -1.0039153554893622E-05
      82      41   1.0026305579179324E-15
      83      41  -1.0488023885747348E-03
      85      41  -5.3736063255433980E-02
      89      41   4.6443666261908254E-03
      90      41   7.4419458332819434E-04
      98      41  -1.2605554386221660E-05
     102      41   2.4056996630996519E-05
     107      41  -5.9120447630438156E-03
     113      41   2.1166061162013836E-03
     115      41   1.0587725723303896E-03
     121      41  -1.5491733049809908E-05
     124      41  -2.1029465562351764E-04
     129      41  -2.8636173500060300E-03
     136      41   9.6852751468844576E-05
     137      41  -2.2098476579101712E-03
     140      41  -1.0412227779554514E-03
     143      41  -6.9434825872382439E-04
     147      41   1.7534271240707410E-03
     150      41   6.5654180305856980E-04
      14      42  -5.0397461546466240E-03
      19      42  -8.3467566044761517E-03
      20      42  -3.1338571858273467E-05
      23      42  -7.1896483273700389E-03
      24      42   4.6733823219652820E-04
      32      42   1.2261513865075885E-15
      34      42  -7.7948113206486475E-06
      36      42   4.8873439891189024E-01
      37      42   5.2336523142672576E-15
      38      42  -2.3961665745271310E-15
      39      42  -2.5125825586840879E-15
      40      42  -1.0888433573646666E-01
      42      42  -1.4085012293244742E-15
      47      42   1.4406288728629816E-15
      49      42   1.3758021743582849E-15
      50      42  -2.6109588379254180E-15
      51      42   6.9336133594676075E-01
      52      42  -1.7680802041818232E-02
      53      42  -8.7345071436309395E-15
      54      42   3.8425647634296246E-15
      55      42  -8.7483889424159553E-03
      57      42  -2.2259138370089855E-03
      60      42   2.4491680594534017E-15
      61      42   1.0053787201698639E-15
      65      42  -1.0687671864223634E-03
      66      42  -1.5583438481664063E-15
      67      42  -3.4611038360550829E-03
      72      42  -2.8178208416040431E-05
      73      42  -7.2572938276260551E-03
      80      42  -6.3746508886433406E-02
      81      42  -2.1071531616178225E-14
      83      42   5.8115709730417362E-04
      85      42  -1.1108503250838838E-05
      90      42  -7.0034705314068544E-05
      95      42   1.2918323862536147E-04
      98      42  -1.2970532632568912E-03
     100      42   7.8785771129808173E-04
     109      42  -2.8921622336632423E-05
     115      42   4.8032803160203910E-06
     118      42  -2.0921945460110796E-03
     121      42   5.6980279472074585E-05
     125      42   2.0367885293889686E-04
     129      42   3.2695455680103841E-06
     135      42  -1.7945245500711413E-05
     136      42  -9.1299842053023888E-05
     138      42  -1.4823744339238564E-04
     140      42   1.2751790099768080E-05
     146      42  -2.3804068761042654E-05
     147      42   4.8995785671508984E-06
     150      42  -1.7458071636088457E-05
      14      43  -5.7180027609586626E-02
      19      43  -1.5196578408760049E-02
      20      43  -3.5480789953421150E-04
      23      43  -8.0846502932757483E-02
      24      43   5.2196141205554528E-03
      30      43  -1.5398886904821322E-15
      34      43  -6.8455905625381904E-05
      36      43  -4.2865924110743824E-02
      37      43   4.6874671323951743E-15
      39      43   3.6270575434540384E-15
      40      43   9.4608403640678278E-03
      41      43  -1.5432657935498176E-15
      43      43   1.5826581621998766E-15
      44      43  -1.4517885501824727E-15
      46      43   1.8514406193841330E-15
      47      43   2.5311774973759204E-15
      49      43   1.3463736239185969E-15
      50      43  -1.6363514277346956E-15
      51      43  -1.5688414644565361E-02
      52      43   5.0651285764406495E-01
      53      43  -5.3380610967620088E-15
      54      43   4.6737675708339797E-15
      55      43  -9.9753482881645122E-02
      57      43   5.3202025639030820E-04
      60      43   3.2972639004859284E-15
      62      43   1.4935774183657831E-15
      65      43  -1.1700068718574583E-02
      66      43  -6.2795353685199521E-15
      67      43  -1.4944549772319675E-02
      72      43  -3.6006482481546701E-04
      73      43  -6.9074023022596617E-02
      80      43   5.5300043306251486E-03
      81      43   2.3067257315783331E-15
      83      43  -6.4353914571894669E-05
      85      43   1.9902268338322296E-05
      90      43  -4.6253421867089757E-05
      95      43  -5.7263809599261261E-04
      98      43   1.1656625565572003E-04
     100      43  -2.1255097845805700E-03
     109      43   9.1647702979230347E-06
     115      43   4.1198942014501105E-06
     118      43  -8.2346244722681407E-06
     121      43  -2.9542625591359700E-06
     125      43   9.4853758162889121E-07
     129      43  -2.2073481434970756E-06
     135      43   3.1033939826995054E-06
     136      43   5.5049902719048012E-06
     138      43   1.4039063667785434E-05
     140      43  -6.0625191509280027E-06
     146      43   2.2017690318625919E-06
     147      43   1.6929389965629043E-06
     150      43   8.0731797461503764E-06
       1      44  -7.7076810968330085E-08
       3      44   1.2224778579383519E-04
       9      44  -8.5143589184139153E-04
      10      44  -1.1060441501866474E-03
      12      44  -3.0583146803534315E-15
      13      44  -5.2782028128388767E-02
      15      44  -3.9543219273219112E-02
      19      44   1.3251208657618110E-15
      22      44  -3.3469151852406130E-03
      31      44   7.3356746407183060E-03
      32      44  -2.6011880466843943E-15
      35      44  -1.9240918008125189E-03
      36      44   2.9312620846265981E-15
      37      44   6.3926277236096296E-01
      38      44   1.3350051213372275E-14
      39      44   6.5099382105227621E-01
      40      44   1.1690529478191995E-14
      43      44  -1.4517885501824733E-15
      44      44  -1.7849716536037320E-15
      45      44  -5.4106488493299063E-02
      46      44   3.2098134545701940E-15
      47      44  -1.0723517708245622E-15
      49      44   1.7037296872282691E-02
      51      44  -5.2612311444697887E-15
      52      44  -2.7432312654943507E-15
      53      44   7.1556106460542845E-03
      54      44   8.9975643812809258E-01
      58      44  -1.2077220318861809E-15
      60      44   4.1527832713442969E-01
      68      44  -1.3118557393858338E-02
      69      44  -7.6501480806814681E-02
      74      44  -3.9962188280942008E-02
      77      44  -2.8711003858389677E-03
      83      44  -1.1274715307269608E-15
      89      44   5.6713684274913153E-03
      93      44   9.5624726937639758E-03
     101      44  -2.5112400810414378E-02
     102      44  -7.3223578574208061E-03
     107      44  -6.0715425607398274E-02
     108      44   1.9491792192768922E-15
     113      44   7.8121643137933731E-03
     124      44  -2.4758756867515976E-03
     137      44  -8.2927483177752739E-03
     143      44   7.9917949967257540E-03
       2      45  -1.2959876851537479E-05
       4      45  -6.3650439037233365E-03
      11      45  -1.0009208785997645E-03
      12      45  -2.6340542022286672E-03
      13      45   1.2670467133845473E-15
      16      45   1.1030645876980669E-02
      21      45   2.3202677905976863E-03
      22      45  -1.0261900872073103E-15
      28      45   6.1150820049536998E-03
      29      45  -1.5584305976971273E-15
      30      45  -3.6441211560494417E-15
      32      45   1.1037744856320085E-15
      35      45  -9.6755209020931648E-15
      36      45   5.7493295004371362E-15
      37      45   1.3446274788105780E-14
      38      45   1.0011756496236108E+00
      39      45  -3.1238940547834947E-14
      40      45  -3.3179032795046971E-15
      41      45   4.2296875865907948E-15
      44      45  -5.4106488493299042E-02
      45      45   2.3895217289352988E-15
      46      45   2.8246782035385033E-02
      47      45   4.5028434356735111E-15
      48      45   5.4804611104045498E-02
      53      45  -3.6421777610255878E-15
      54      45  -7.8276423004669267E-15
      58      45   9.9439371508284702E-01
      59      45  -1.9110923312775957E-03
      60      45   1.8193579699837468E-14
      61      45   1.6549635266165907E-15
      63      45   2.1532183330199219E-02
      70      45   2.6842339761221828E-01
      77      45  -1.0975770322805274E-15
      78      45   1.4027566697840275E-02
      79      45  -3.7660606287370987E-02
      84      45   7.8649822180318577E-03
      85      45   1.0236514502152308E-15
      89      45   1.2553436535169408E-15
      93      45   1.8458361862068471E-15
     108      45   3.7960332419681967E-03
     120      45  -7.5053388480970457E-02
     130      45  -5.8803343038881857E-02
       1      46  -1.1347116944413480E-05
       3      46  -1.1550636282858795E-06
       9      46   7.2573279971141816E-04
      10      46   7.1675803090079219E-04
      13      46   1.4464456855183799E-02
      15      46   2.5705531295065507E-02
      22      46  -9.3578333168467375E-03
      31      46  -5.2730323909837952E-03
      34      46   3.5357441907125636E-15
      35      46   4.9430475610730912E-02
      36      46  -9.9440759809426426E-15
      37      46   7.7176609813635921E-01
      38      46  -3.0367675335784327E-14
      39      46  -5.8313916789519971E-01
      40      46  -6.0620338404232299E-15
      41      46  -1.2083474773259407E-15
      43      46   1.8514406193841330E-15
      44      46   3.2098134545701948E-15
      45      46   2.8246782035385026E-02
      48      46  -1.4710293231502120E-15
      49      46   3.4498285176809584E-02
      52      46  -1.0096189613438135E-15
      53      46  -4.0835257084875830E-03
      54      46  -4.3157738161298714E-01
      58      46  -1.9841287835406156E-14
      59      46  -1.5156008379155256E-15
      60      46   8.5898952661518935E-01
      61      46  -1.3934059108795876E-15
      68      46   3.0985139905857079E-03
      69      46   1.5288115124770079E-02
      70      46  -5.3790455721197865E-15
      74      46   2.6606678622497156E-02
      77      46   9.5330388574850350E-03
      89      46   3.5033315758740531E-02
      93      46   5.9507898090502602E-02
     101      46   3.1711613538118424E-02
     102      46   5.9693641069771958E-03
     107      46  -9.1589906682082847E-02
     108      46   2.2014422120982554E-15
     113      46   3.2718072852517169E-02
     120      46   1.5767684523356042E-15
     124      46  -1.8408256180894008E-03
     130      46   1.2917834680437157E-15
     137      46  -2.8703487301868509E-02
     143      46  -1.5726139850365115E-02
       1      47  -5.3591501334350873E-05
       9      47  -2.5025575958524790E-04
      10      47  -3.0432780916095151E-03
      14      47  -2.3735683982004075E-06
      19      47  -3.2776443817113401E-04
      22      47  -2.6238400677087705E-04
      23      47   2.7014580267811312E-05
      24      47   2.0855314273985709E-06
      30      47  -2.4773843843983540E-15
      31      47  -8.3257747905867652E-02
      32      47   1.0861388307545470E-15
      34      47  -9.9917407988431870E-06
      36      47   1.4392435781001068E-15
      37      47   9.5804550421313558E-04
      38      47   4.0264981314289701E-15
      39      47   6.0947029347565036E-03
      40      47   7.2075449834972960E-01
      41      47  -1.2822949907685188E-15
      42      47   1.4406288728629818E-15
      43      47   2.5311774973759212E-15
      44      47  -1.0723517708245620E-15
      45      47   4.5028434356735095E-15
      47      47   1.5169009617664632E-15
      49      47  -6.5105687448873794E-05
      50      47   1.2859582579674693E-15
      51      47  -1.0281645588557049E-01
      52      47   9.1012250436325499E-03
      53      47   8.8130143317941001E-01
      54      47  -1.3404042011940708E-14
      55      47  -1.2247684364647698E-15
      57      47  -6.2857828521585633E-04
      58      47   3.1925155428240452E-15
      59      47  -1.8698375941326724E-15
      60      47  -5.5119709567683557E-15
      61      47   1.2833039775894032E-15
      68      47  -7.8256378442801491E-03
      69      47   2.0955670774104491E-03
      72      47  -3.2637128273118557E-04
      74      47   2.4166043770670769E-03
      83      47  -6.2164979975182034E-02
      85      47   1.1806040103210416E-03
      89      47  -1.1887326745080916E-04
      90      47   3.9546206008528153E-03
      98      47   3.0723630633303068E-04
     102      47  -4.0314772022257105E-03
     107      47  -2.6820631881191805E-04
     113      47  -6.0326632561112680E-04
     115      47  -5.7178314395122526E-04
     121      47  -3.0820598258045678E-03
     124      47   2.5227603371197290E-03
     129      47   6.5461930769884454E-05
     136      47   7.5073514118759882E-04
     137      47  -5.0949808477549201E-04
     140      47   3.8327758515900476E-04
     143      47   1.5371817329658303E-03
     147      47   5.4587421881338810E-04
     150      47  -1.2024767444387776E-03
       3      48   1.2759373781911010E-03
       5      48  -2.8804561270552101E-02
      12      48  -2.4266453280749492E-15
      13      48  -3.8372735868317895E-02
      15      48  -4.4494818944308765E-03
      26      48   2.7713929817562077E-01
      28      48  -1.5954893007630414E-15
      31      48   1.9379892906861527E-15
      33      48   6.1720058530261197E-02
      35      48   1.0080815182250757E+00
      38      48   1.1021402400914381E-14
      39      48   1.1332844024886831E-15
      45      48   5.4804611104045498E-02
      46      48  -1.4710293231502122E-15
      54      48  -1.6025145182462139E-01
      58      48  -1.4981114267972582E-15
      60      48   3.7709607209501705E-01
      77      48   3.4609152487034875E-02
      93      48   2.0427267323699883E-01
     101      48   4.3686625951473684E-02
     113      48  -1.0515982279471856E-15
       2      49  -4.2191113679595973E-05
       6      49  -1.4007819601198507E-06
       7      49  -1.7618905366341245E-07
      11      49  -5.9901544954880210E-04
      12      49   8.0987258218743265E-05
      17      49   1.2255076276066425E-04
      25      49   6.0364595422711070E-06
      28      49  -2.9942458287325037E-02
      29      49  -9.6290458829239086E-03
      30      49   1.1379626924108410E-02
      34      49   1.2335609441181601E-15
      36      49   1.4950976142376742E-15
      38      49   2.3626798277384469E-04
      41      49   9.6745155507591529E-01
      42      49   1.3758021743582855E-15
      43      49   1.3463736239185967E-15
      44      49   1.7037296872282694E-02
      46      49   3.4498285176809550E-02
      47      49  -6.5105687448873794E-05
      52      49   1.0594102177016143E-15
      53      49   1.6487671861755466E-15
      55      49   1.7830774054422948E-15
      58      49  -4.7554971410499176E-15
      59      49   1.0611882187832902E+00
      60      49   1.0695045310976431E-15
      61      49   1.8978175429087166E-04
      62      49   2.2323169788544261E-03
      63      49  -8.1289783442677066E-04
      66      49   7.6180681109490320E-05
      70      49  -1.0851047819961760E-15
      78      49  -2.3707883273433664E-02
      79      49  -1.5182441447431764E-05
      80      49   3.8493653043466628E-15
      81      49  -1.1913534936948576E-02
      84      49   4.3598038360057271E-03
      92      49  -6.8822638180328680E-04
      94      49  -4.0365201379461424E-02
      99      49  -1.5073979113631485E-03
     108      49   2.9856364635938919E-02
     110      49   1.4871562710059674E-04
     120      49  -1.1935533088593101E-03
     126      49   1.4227373765101997E-02
     130      49  -9.8472002816354302E-05
     131      49  -3.1823631778545294E-03
     139      49  -2.8183603451337431E-02
     144      49   1.8761496509274297E-03
     148      49  -9.6950722260758318E-04
      14      50   4.4934098875794781E-03
      19      50  -6.7744593790262903E-02
      20      50   2.4109519317513575E-05
      23      50  -4.9020123093996351E-02
      24      50   3.5436503322789632E-03
      34      50   3.6382525636413239E-05
      36      50  -2.9137800184310405E-03
      40      50  -4.9575937238414557E-04
      41      50   2.6101856914928604E-15
      42      50  -2.6109588379254180E-15
      43      50  -1.6363514277346958E-15
      47      50   1.2859582579674691E-15
      51      50  -5.0916329313817029E-04
      52      50  -8.5437679076970786E-04
      53      50  -2.8781711790990114E-15
      55      50   1.0290993888105553E-02
      57      50   5.0396825814276103E-01
      59      50   1.9930433573333901E-15
      61      50  -1.3885943247637148E-15
      62      50  -2.4746639909079792E-15
      63      50   1.7752765466377052E-15
      65      50  -8.9316306856382810E-04
      66      50  -3.0886009471540666E-14
      67      50  -8.4142624669100163E-02
      72      50   7.2979584775365155E-05
      73      50  -6.1520929579124126E-02
      80      50  -4.1789554909160750E-03
      81      50  -1.4483713177592825E-15
      83      50  -1.3817075746856326E-04
      85      50  -6.2820057119847938E-06
      90      50  -6.5719953683651634E-05
      95      50  -3.4479900092358267E-03
      98      50   2.1582815896295117E-05
     100      50   8.4601493082991637E-04
     109      50  -5.0497898847225913E-04
     115      50   2.3020292301997055E-06
     118      50   7.1183731642583282E-05
     121      50   5.3032233048627024E-06
     125      50   7.1159365605151015E-06
     129      50  -2.3149801176182265E-06
     135      50   2.0526825552094621E-06
     136      50  -1.1572433384427490E-06
     138      50   1.3194014954474988E-06
     140      50  -4.3283293133898643E-06
     146      50   2.9146676079552308E-07
     147      50   1.8791711706579868E-06
     150      50   5.9544673678113595E-06
       6      51  -4.9217663587282657E-05
       7      51  -3.5360943547402236E-04
      17      51  -5.0276691099524770E-03
      18      51   3.9118452443934572E-05
      25      51  -1.0390165241759900E-02
      27      51  -2.1664913429608313E-05
      29      51  -5.6913882393176980E-03
      30      51  -4.9002276567142828E-03
      32      51  -2.7202809833518186E-03
