# Diagonalized drift Hamiltonian (for debugging)
# generated by tm_en_logical_eigenstates
#          level             energy [GHz]   closest level, i,j,n           abs(<v|ijn>)^2
      88      88  -4.5934381956516485E-01      93    3    0    2   8.1721016217286102E-01
      89      89  -4.3876738251821440E-01      53    1    3    4   6.0539031576869784E-01
      90      90  -4.3485083901451071E-01      75    2    2    2   7.5899966764152882E-01
      91      91  -4.2235653559504843E-01      67    2    1    0   9.0135882328876504E-01
      92      92  -4.0338221403213231E-01     100    3    1    3   6.5668230791749638E-01
      93      93  -3.9145367742347981E-01      84    2    3    5   7.5367757900070864E-01
      94      94  -3.6377700381521416E-01      23    0    3    4   6.5349503189424329E-01
      95      95  -3.5068469976099315E-01      44    1    2    1   7.2898759868347174E-01
      96      96  -3.1082641064946276E-01      61    2    0    0   9.5105113890635185E-01
      97      97  -3.0390747235217369E-01      14    0    2    1   8.4490723849531846E-01
      98      98  -2.4549272426608262E-01      94    3    0    3   7.5255373395994274E-01
      99      99  -2.3394247218959871E-01      76    2    2    3   6.9281170599487074E-01
     100     100  -2.2250885905314893E-01      68    2    1    1   7.9589596783937788E-01
     101     101  -1.9043370555920364E-01     108    3    2    5   7.1316195679797167E-01
     102     102  -1.7758561724332023E-01     101    3    1    4   6.7890674286631048E-01
     103     103  -1.5041684835878819E-01      45    1    2    2   6.1852436709997560E-01
     104     104  -1.3513043251354262E-01      37    1    1    0   8.6018204175142465E-01
     105     105  -1.1774526471494647E-01       7    0    1    0   9.1998236821462309E-01
     106     106  -9.5951493824942877E-02      62    2    0    1   8.4474920218116534E-01
     107     107  -8.8159454917292490E-02      24    0    3    5   7.2838221026585148E-01
     108     108  -8.6917559259740096E-02      54    1    3    5   8.2064154957622271E-01
     109     109  -8.3000295291569423E-02      15    0    2    2   7.4606289793329561E-01
     110     110  -2.8363197668002882E-02      95    3    0    4   7.1024734204417961E-01
     111     111  -2.2184015371180605E-02      69    2    1    2   7.0435493549776795E-01
     112     112  -1.7676868795862149E-02      31    1    0    0   9.0100095416047654E-01
     113     113  -6.8966867068134081E-03      77    2    2    4   6.7292915484739180E-01
     114     114   0.0000000000000000E+00       1    0    0    0   1.0000000000000000E+00
     115     115   5.1950319182443881E-02      46    1    2    3   5.3503964311414443E-01
     116     116   6.4898337933909492E-02      38    1    1    1   7.1781570984757237E-01
     117     117   1.0563774123072184E-01       8    0    1    1   7.6688889667247828E-01
     118     118   1.1851940902632958E-01      63    2    0    2   7.5231029924942805E-01
     119     119   1.3682744347527295E-01      16    0    2    3   6.6598032177359734E-01
     120     120   1.5956827490694400E-01     102    3    1    5   7.8147626611710852E-01
     121     121   1.7955000378393701E-01      70    2    1    3   6.2988917005686151E-01
     122     122   1.9710452033584461E-01      32    1    0    1   7.8559675101787851E-01
     123     123   2.3542213351080923E-01       2    0    0    1   8.8342150912438933E-01
     124     124   2.6387116921203219E-01      96    3    0    5   8.1301033609602247E-01
     125     125   2.6627110502919871E-01      39    1    1    2   6.0741473728428230E-01
     126     126   2.8484757876506950E-01      47    1    2    4   5.8217797083257017E-01
     127     127   3.2775989445049514E-01       9    0    1    2   6.5091424241532758E-01
     128     128   3.3264049536838908E-01      64    2    0    3   6.7121558731505371E-01
     129     129   3.5840375311931877E-01      17    0    2    4   6.1391740170801956E-01
     130     130   3.8741471492744106E-01      78    2    2    5   7.2683849920733012E-01
     131     131   4.0560553914825442E-01      71    2    1    4   6.2892692621408797E-01
     132     132   4.1223945788950361E-01      33    1    0    2   6.9169865706632871E-01
     133     133   4.6871231200016333E-01      40    1    1    3   5.1945883094398559E-01
     134     134   4.6945510513041666E-01       3    0    0    2   7.9104611379890943E-01
     135     135   5.4896971403516071E-01      10    0    1    3   5.5923518671841432E-01
     136     136   5.5238803344914011E-01      65    2    0    4   6.4589330034756054E-01
     137     137   6.1715354006225775E-01      48    1    2    5   7.0217786213880318E-01
     138     138   6.2763319921676330E-01      34    1    0    3   6.1371130115525663E-01
     139     139   6.3251162320431586E-01      18    0    2    5   7.2796584517323637E-01
     140     140   7.0085338254956075E-01      41    1    1    4   5.4289205297863330E-01
     141     141   7.0232414969147572E-01       4    0    0    3   7.1572141319834703E-01
     142     142   7.6948375030663119E-01      11    0    1    4   4.8466461238542263E-01
     143     143   7.9975943115303072E-01      72    2    1    5   6.5226642576995553E-01
     144     144   8.3888300639728275E-01      66    2    0    5   7.5143439883138641E-01
     145     145   8.4321850169637202E-01      35    1    0    4   5.4790705224705916E-01
     146     146   9.3419468607663791E-01       5    0    0    4   6.5295324112186137E-01
     147     147   1.0222341164744970E+00      12    0    1    5   6.1044911578304539E-01
     148     148   1.0792962849456158E+00      42    1    1    5   6.9428989135684815E-01
     149     149   1.1651932746156222E+00       6    0    0    5   5.9974736035852116E-01
     150     150   1.1817954116644562E+00      36    1    0    5   5.5648462790317532E-01
