# w_1 = 6.0 GHz
# w2 [GHz]  wc [GHz]
   5.69000  10.30000
   6.28500   6.30000
   5.50000  11.10000
   5.75000   6.10000
   5.70000   9.10000
   5.80000   6.60000
   5.88666   5.85131
   6.00708   6.21902
   5.90000   8.90000
   6.29500   8.30000
   5.50000   5.70000
   6.18702   5.98866
   6.30500   5.30000
   6.20000   7.10000
   5.97500  10.90000
   5.75000   5.80000
   5.68500   4.70000
   5.69500   5.50000
   5.60000   5.50000
   6.00000   8.50000
   6.41699   6.45235
   5.00000   5.97500
   5.75000   6.40000
   5.69000   8.70000
   6.30500   8.70000
   5.72756   5.72756
   5.97500   5.30000
   6.00000   9.10000
   6.15000   6.00000
   5.90000   9.70000
   5.95000   4.50000
   5.11518   5.72646
   6.31500   5.10000
   5.69000   8.90000
   5.69000   5.50000
   6.30000   8.70000
   5.50791   5.88190
   5.55000   5.90000
   5.00000   5.00000
   6.30000  10.30000
   5.60000   5.60000
   5.68500   9.50000
   6.29500   4.70000
   6.29500   5.50000
   6.30500   6.70000
   5.42505   5.60262
   6.30500   7.30000
   6.29000   4.50000
   6.90000   6.00000
   5.97500   8.70000
   5.80000   6.02500
   5.69000  10.50000
   6.10000  10.30000
   5.70000   7.30000
   6.17909  10.42998
   5.70000  10.50000
   6.58000   6.30000
   6.15000   6.10000
   5.60000   6.40000
   6.29500   8.90000
   6.28500   9.70000
   5.70500   8.10000
   5.10000   6.00000
   6.31000   6.10000
   6.31000   7.30000
   5.75000   5.90000
   5.90000   6.02500
   6.05000   6.50000
   5.00000   9.10000
   5.80000   6.30000
   6.64018   5.49784
   5.71500   6.70000
   6.29000   5.70000
   6.10000   5.70000
   5.99644   5.32461
   5.90000   5.80000
   5.97500   5.50000
   5.70000   6.30000
   5.50000   5.97500
   6.29000   9.70000
   5.97500   6.30000
   5.92678   5.94726
   5.65122   4.50732
   6.00000   8.90000
   5.68500   4.90000
   6.29500   9.50000
   6.31500   8.70000
   5.69500  10.90000
   5.73612   8.95699
   5.50000   7.60000
   7.00000  11.10000
   5.71000   9.70000
   5.70000  10.70000
   5.70500   8.30000
   5.69000   7.50000
   5.39832   5.37734
   7.50000   8.10000
   6.10000   9.10000
   6.10000   7.10000
   5.90000   5.90000
   6.20000   6.40000
   5.97500   5.10000
   6.30000   8.50000
   7.50000   7.60000
   6.57609   6.57609
   5.68500   8.90000
   5.65000   6.00000
   7.00000   7.10000
   6.30000   4.50000
   6.31000   7.50000
   6.40000   5.97500
   6.84126   6.87661
   6.28500   5.90000
   6.50000   5.60000
   5.95000   5.70000
   6.30000   6.30000
   6.29500   8.70000
   6.30000   4.70000
   5.22207   5.67117
   6.00000   6.10000
   5.90000   7.10000
   5.65000   5.90000
   6.87286   6.30343
   6.90000   6.02500
   6.35000   6.20000
   6.05000  10.50000
   5.00000   6.02500
   6.30000   5.97500
   6.10000   4.50000
   5.50000   5.50000
   6.10000   5.50000
   6.35000  10.10000
   5.70000   6.00000
   7.10000   6.02500
   6.38640   4.84798
   5.99782   7.57837
   6.50000   6.10000
   6.35000   6.50000
   6.30500   6.50000
   5.80000   6.50000
   6.05000   7.90000
   6.10000  10.90000
   7.25000   9.10000
   7.37267   6.04071
   6.05000   9.70000
   6.30500   9.30000
   6.75000   9.10000
   6.50000   6.02500
   5.10885   5.07349
   6.30000  10.90000
   6.02500   8.70000
   5.69000   4.70000
   5.70000   8.10000
   5.90000  10.10000
   6.58000   9.10000
   5.69500   4.70000
   6.19269   6.40866
   5.50000   6.20000
   6.40000   6.02500
   6.31000   8.30000
   6.31500   7.10000
   5.90000   6.30000
   5.97500   4.90000
   5.71500   8.70000
   6.31000  11.10000
   5.88605   6.20481
   5.70000   5.70000
   6.62000  11.10000
   7.20000   5.97500
   5.97500   7.50000
   6.31000  10.30000
   6.28500   8.90000
   5.92202   5.95737
   5.71500   5.30000
   6.56384   6.33871
   7.23152   5.95441
   5.55000   6.40000
   6.20000   6.60000
   5.20000   6.00000
   5.90000   9.30000
   6.02500   6.30000
   6.00000  10.10000
   6.05000   5.70000
   6.40000   5.50000
   6.20000   6.30000
   5.90000   5.90000
   5.68500   9.10000
   6.77055   6.80590
   5.46240   5.42704
   6.10000   5.97500
   6.02500   7.30000
   5.69500  10.10000
   7.00000   6.02500
   5.60000   6.10000
   6.30000   8.90000
   6.02500   7.90000
   5.60000   6.20000
   5.95000   6.30000
   5.70500  10.30000
   6.15000   5.60000
   5.68500   5.70000
   6.15000   6.50000
   6.80590   6.77055
   5.68500   6.30000
   6.30000   6.40000
   5.71000   5.50000
   6.73519   6.69984
   6.31500   5.30000
   5.71000  10.90000
   6.14196   5.38035
   6.62000   6.30000
   7.00000   6.10000
   5.69000   5.30000
